index,location,precipitation,temp_max,temp_min,wind,weather,Year,Month,Day
2360,New York,0.0,32.8,23.3,5.3,sun,2014,6,18
2390,New York,0.0,28.9,18.3,3.0,sun,2014,7,18
2421,New York,0.0,27.8,17.2,3.6,sun,2014,8,18
2452,New York,0.0,25.6,13.9,2.7,sun,2014,9,18
2482,New York,0.0,22.2,13.9,5.7,sun,2014,10,18
2513,New York,0.0,7.8,-3.8,10.6,sun,2014,11,18
2543,New York,0.0,6.7,3.3,7.2,sun,2014,12,18
1113,Seattle,21.3,13.9,7.2,6.6,rain,2015,1,18
1144,Seattle,0.0,12.2,4.4,2.6,sun,2015,2,18
1172,Seattle,0.0,15.6,7.2,2.5,sun,2015,3,18
1203,Seattle,0.0,18.9,8.3,3.9,sun,2015,4,18
1233,Seattle,0.0,25.6,12.2,3.0,sun,2015,5,18
1264,Seattle,0.0,24.4,13.9,3.0,sun,2015,6,18
1294,Seattle,0.0,33.3,17.8,3.4,sun,2015,7,18
1325,Seattle,0.0,30.0,15.0,3.0,sun,2015,8,18
1356,Seattle,0.0,19.4,12.8,2.6,sun,2015,9,18
1386,Seattle,3.8,15.0,12.8,2.0,rain,2015,10,18
1417,Seattle,1.5,8.9,3.3,3.8,rain,2015,11,18
1447,Seattle,18.5,8.9,4.4,5.1,rain,2015,12,18
2574,New York,41.1,8.3,-2.7,2.8,rain,2015,1,18
2605,New York,0.0,-0.5,-9.3,2.6,sun,2015,2,18
2633,New York,0.0,5.0,-1.0,8.4,sun,2015,3,18
2664,New York,0.0,22.8,10.6,4.1,sun,2015,4,18
2694,New York,0.0,20.0,13.9,4.3,drizzle,2015,5,18
2725,New York,0.0,21.7,18.3,3.6,sun,2015,6,18
2755,New York,0.5,28.3,22.8,5.1,rain,2015,7,18
2786,New York,0.0,30.0,23.9,5.5,sun,2015,8,18
2817,New York,0.0,28.3,18.3,3.1,sun,2015,9,18
2847,New York,0.0,11.7,3.3,5.9,sun,2015,10,18
2878,New York,0.0,15.6,6.1,5.0,sun,2015,11,18
2908,New York,0.3,14.4,3.9,6.1,rain,2015,12,18
18,Seattle,15.2,-1.1,-2.8,1.6,snow,2012,1,19
49,Seattle,0.0,6.7,2.2,4.7,sun,2012,2,19
78,Seattle,2.0,7.2,-1.1,3.0,rain,2012,3,19
109,Seattle,10.9,13.9,5.0,2.6,rain,2012,4,19
139,Seattle,0.0,19.4,7.2,1.5,sun,2012,5,19
170,Seattle,1.0,19.4,10.0,3.0,rain,2012,6,19
200,Seattle,0.0,25.0,14.4,2.2,sun,2012,7,19
231,Seattle,0.0,23.3,15.0,2.7,drizzle,2012,8,19
262,Seattle,0.0,23.9,11.7,1.9,drizzle,2012,9,19
292,Seattle,4.8,15.0,9.4,5.3,rain,2012,10,19
323,Seattle,54.1,13.3,8.3,6.0,rain,2012,11,19
353,Seattle,13.7,8.3,1.7,5.8,snow,2012,12,19
1479,New York,0.0,3.3,-7.8,4.7,sun,2012,1,19
1510,New York,0.0,7.8,0.6,4.1,sun,2012,2,19
1539,New York,0.0,17.8,7.2,3.1,fog,2012,3,19
1570,New York,0.0,17.2,9.4,3.4,rain,2012,4,19
1600,New York,0.0,25.6,11.1,2.9,sun,2012,5,19
1631,New York,0.0,23.3,16.7,4.3,sun,2012,6,19
1661,New York,0.0,25.0,22.2,3.1,rain,2012,7,19
1692,New York,0.0,25.0,17.2,3.1,rain,2012,8,19
1723,New York,0.3,22.2,13.9,5.2,rain,2012,9,19
1753,New York,7.1,19.4,16.7,5.9,rain,2012,10,19
1784,New York,0.0,8.9,3.3,4.6,sun,2012,11,19
1814,New York,0.0,9.4,3.9,8.1,sun,2012,12,19
384,Seattle,0.0,1.1,-0.6,1.9,drizzle,2013,1,19
415,Seattle,0.0,10.6,1.7,3.4,sun,2013,2,19
443,Seattle,11.7,12.8,1.7,3.4,rain,2013,3,19
474,Seattle,20.6,13.3,9.4,4.9,rain,2013,4,19
504,Seattle,0.0,18.3,10.6,2.3,sun,2013,5,19
535,Seattle,0.0,20.0,12.8,3.7,sun,2013,6,19
565,Seattle,0.0,27.8,13.3,1.9,sun,2013,7,19
596,Seattle,0.0,26.7,15.6,3.0,sun,2013,8,19
627,Seattle,0.0,25.6,10.0,1.5,sun,2013,9,19
657,Seattle,0.0,10.6,7.8,1.4,sun,2013,10,19
688,Seattle,1.0,13.3,4.4,5.1,rain,2013,11,19
718,Seattle,0.0,5.0,0.0,2.1,sun,2013,12,19
1845,New York,0.0,11.1,-0.6,7.2,sun,2013,1,19
1876,New York,3.3,7.2,-0.6,6.9,rain,2013,2,19
1904,New York,11.7,7.2,1.7,6.2,rain,2013,3,19
1935,New York,1.8,18.3,10.0,9.3,rain,2013,4,19
1965,New York,11.4,14.4,12.8,4.8,rain,2013,5,19
1996,New York,0.0,25.0,15.6,4.6,fog,2013,6,19
2026,New York,0.0,35.0,26.7,5.2,sun,2013,7,19
2057,New York,0.0,25.6,18.3,5.0,sun,2013,8,19
2088,New York,0.0,23.9,12.2,4.6,sun,2013,9,19
2118,New York,0.0,18.3,10.0,3.2,sun,2013,10,19
2149,New York,0.0,11.1,2.2,9.6,sun,2013,11,19
2179,New York,0.0,7.2,-1.6,4.4,sun,2013,12,19
749,Seattle,0.0,6.1,3.3,2.5,sun,2014,1,19
780,Seattle,1.0,8.3,3.9,6.0,rain,2014,2,19
808,Seattle,0.5,11.1,3.3,5.1,rain,2014,3,19
839,Seattle,13.7,11.7,5.6,4.7,rain,2014,4,19
869,Seattle,0.0,21.1,10.0,2.2,sun,2014,5,19
900,Seattle,0.8,25.6,11.7,3.7,rain,2014,6,19
930,Seattle,0.0,25.6,15.0,5.4,fog,2014,7,19
961,Seattle,0.0,27.2,15.6,2.4,sun,2014,8,19
992,Seattle,0.0,23.9,16.1,2.8,sun,2014,9,19
1022,Seattle,0.0,22.2,12.8,3.2,sun,2014,10,19
1053,Seattle,0.0,11.1,2.2,1.9,sun,2014,11,19
1083,Seattle,3.0,11.1,7.2,4.3,rain,2014,12,19
2210,New York,0.0,3.3,-3.2,7.1,sun,2014,1,19
2241,New York,7.9,6.7,-2.7,3.7,rain,2014,2,19
2269,New York,18.3,7.8,-2.1,6.7,rain,2014,3,19
2300,New York,0.0,20.0,4.4,4.4,sun,2014,4,19
2330,New York,0.0,23.3,10.0,5.0,sun,2014,5,19
2361,New York,1.3,24.4,20.6,3.7,rain,2014,6,19
2391,New York,0.0,26.1,20.0,3.0,sun,2014,7,19
2422,New York,0.0,26.7,17.8,3.3,sun,2014,8,19
2453,New York,0.0,19.4,13.3,4.9,sun,2014,9,19
2483,New York,0.0,14.4,6.7,7.7,sun,2014,10,19
2514,New York,0.0,2.8,-4.9,7.2,sun,2014,11,19
2544,New York,0.0,4.4,0.0,6.5,sun,2014,12,19
1114,Seattle,0.5,10.0,6.1,2.8,rain,2015,1,19
1145,Seattle,4.6,10.6,8.3,2.2,rain,2015,2,19
1173,Seattle,0.0,15.6,8.3,1.9,sun,2015,3,19
1204,Seattle,0.0,21.1,8.3,3.6,sun,2015,4,19
1234,Seattle,0.0,21.7,11.7,2.6,sun,2015,5,19
1265,Seattle,0.5,23.9,13.3,3.2,rain,2015,6,19
1295,Seattle,0.0,35.0,17.2,3.3,sun,2015,7,19
1326,Seattle,0.0,31.7,16.1,2.1,drizzle,2015,8,19
1357,Seattle,0.0,21.1,14.4,4.3,sun,2015,9,19
1387,Seattle,0.3,17.2,12.2,2.6,rain,2015,10,19
1418,Seattle,2.0,8.9,2.8,4.2,rain,2015,11,19
1448,Seattle,0.0,8.3,2.8,4.1,fog,2015,12,19
2575,New York,0.0,7.2,1.7,6.8,sun,2015,1,19
2606,New York,0.0,-2.7,-12.7,9.5,sun,2015,2,19
2634,New York,0.0,6.7,-1.0,5.3,sun,2015,3,19
2665,New York,0.0,16.7,8.3,5.4,sun,2015,4,19
2695,New York,0.0,23.9,13.9,2.5,drizzle,2015,5,19
2726,New York,0.0,31.7,19.4,3.0,sun,2015,6,19
2756,New York,0.0,31.7,23.9,4.3,fog,2015,7,19
2787,New York,0.0,30.0,24.4,4.7,sun,2015,8,19
2818,New York,0.0,26.7,20.0,4.1,drizzle,2015,9,19
2848,New York,0.0,11.1,2.2,4.9,sun,2015,10,19
2879,New York,14.7,17.2,14.4,8.5,rain,2015,11,19
2909,New York,0.0,5.0,2.2,9.0,sun,2015,12,19
19,Seattle,13.5,7.2,-1.1,2.3,snow,2012,1,20
50,Seattle,3.0,7.8,1.7,2.9,rain,2012,2,20
79,Seattle,3.6,7.8,2.2,6.4,rain,2012,3,20
110,Seattle,6.6,13.3,6.7,2.7,rain,2012,4,20
140,Seattle,6.4,14.4,11.7,1.3,rain,2012,5,20
171,Seattle,0.0,24.4,10.0,3.0,sun,2012,6,20
201,Seattle,15.2,19.4,13.9,4.0,rain,2012,7,20
232,Seattle,0.0,25.6,15.0,1.9,sun,2012,8,20
263,Seattle,0.0,19.4,10.0,2.5,drizzle,2012,9,20
293,Seattle,0.5,11.1,6.1,5.7,rain,2012,10,20
324,Seattle,3.8,11.1,7.2,4.2,rain,2012,11,20
354,Seattle,13.2,7.2,0.6,3.7,rain,2012,12,20
1480,New York,0.0,2.8,-2.8,5.9,sun,2012,1,20
1511,New York,0.0,8.9,-0.6,5.9,sun,2012,2,20
1540,New York,0.0,20.6,10.6,2.1,drizzle,2012,3,20
1571,New York,0.0,18.9,9.4,3.6,rain,2012,4,20
1601,New York,0.0,25.6,12.8,4.9,drizzle,2012,5,20
1632,New York,0.0,34.4,20.6,4.3,drizzle,2012,6,20
1662,New York,11.4,22.2,16.7,4.7,rain,2012,7,20
1693,New York,0.0,25.0,18.9,2.8,sun,2012,8,20
1724,New York,0.0,21.7,12.2,4.3,rain,2012,9,20
1754,New York,0.0,21.1,12.8,4.2,drizzle,2012,10,20
1785,New York,0.0,11.7,2.8,2.8,sun,2012,11,20
1815,New York,0.0,9.4,0.0,3.7,rain,2012,12,20
385,Seattle,0.0,3.3,-0.6,2.1,drizzle,2013,1,20
416,Seattle,1.5,7.8,1.1,2.1,rain,2013,2,20
444,Seattle,9.9,11.1,4.4,7.6,rain,2013,3,20
475,Seattle,0.0,13.9,8.3,5.8,sun,2013,4,20
505,Seattle,0.0,19.4,9.4,1.8,sun,2013,5,20
536,Seattle,3.0,17.2,12.8,5.0,rain,2013,6,20
566,Seattle,0.0,25.0,13.3,2.0,sun,2013,7,20
597,Seattle,0.0,25.6,16.1,4.6,sun,2013,8,20
628,Seattle,3.6,23.3,13.3,3.0,rain,2013,9,20
658,Seattle,0.0,10.6,7.8,2.4,sun,2013,10,20
689,Seattle,0.0,7.8,1.7,4.3,sun,2013,11,20
719,Seattle,5.6,8.3,0.6,3.7,snow,2013,12,20
1846,New York,0.0,13.3,-0.6,8.1,sun,2013,1,20
1877,New York,0.0,3.9,-3.3,9.5,sun,2013,2,20
1905,New York,0.0,8.3,0.0,6.9,sun,2013,3,20
1936,New York,4.6,15.0,7.2,7.7,rain,2013,4,20
1966,New York,0.0,22.2,13.9,3.2,sun,2013,5,20
1997,New York,0.0,23.3,15.0,5.0,sun,2013,6,20
2027,New York,0.5,35.6,25.0,6.2,rain,2013,7,20
2058,New York,0.0,29.4,20.0,3.6,sun,2013,8,20
2089,New York,0.0,24.4,13.3,3.7,sun,2013,9,20
2119,New York,0.0,17.8,10.0,5.4,sun,2013,10,20
2150,New York,0.0,7.8,-0.5,4.7,sun,2013,11,20
2180,New York,0.0,10.6,2.2,2.6,sun,2013,12,20
750,Seattle,0.0,10.0,2.8,2.2,sun,2014,1,20
781,Seattle,3.0,10.0,5.6,6.9,rain,2014,2,20
809,Seattle,0.0,11.1,1.7,3.0,sun,2014,3,20
840,Seattle,0.0,15.6,5.6,2.7,sun,2014,4,20
870,Seattle,0.0,22.2,10.0,2.7,sun,2014,5,20
901,Seattle,0.3,20.0,10.0,3.4,rain,2014,6,20
931,Seattle,0.0,19.4,14.4,2.8,sun,2014,7,20
962,Seattle,0.0,21.7,13.9,3.6,sun,2014,8,20
993,Seattle,0.0,24.4,14.4,4.4,fog,2014,9,20
1023,Seattle,11.7,16.1,12.2,3.1,rain,2014,10,20
1054,Seattle,3.6,11.1,5.6,2.1,rain,2014,11,20
1084,Seattle,19.6,12.8,6.7,5.5,rain,2014,12,20
2211,New York,0.0,8.9,0.6,6.7,sun,2014,1,20
2242,New York,0.5,6.7,0.6,3.5,rain,2014,2,20
2270,New York,0.0,13.3,5.6,7.7,fog,2014,3,20
2301,New York,0.0,12.2,5.6,5.1,sun,2014,4,20
2331,New York,0.0,26.1,12.8,4.8,sun,2014,5,20
2362,New York,0.0,28.3,18.3,4.9,sun,2014,6,20
2392,New York,0.0,25.6,20.0,3.9,sun,2014,7,20
2423,New York,0.0,26.7,18.9,2.4,sun,2014,8,20
2454,New York,9.4,23.9,12.2,4.1,rain,2014,9,20
2484,New York,0.0,16.1,5.6,4.5,sun,2014,10,20
2515,New York,0.0,8.9,0.0,7.4,sun,2014,11,20
2545,New York,0.0,1.1,-0.5,2.9,sun,2014,12,20
1115,Seattle,0.0,10.0,3.3,3.0,fog,2015,1,20
1146,Seattle,0.8,11.1,7.2,0.9,rain,2015,2,20
1174,Seattle,4.1,13.9,8.9,1.9,rain,2015,3,20
1205,Seattle,0.0,22.8,7.8,2.6,sun,2015,4,20
1235,Seattle,0.0,23.3,10.6,1.8,fog,2015,5,20
1266,Seattle,0.0,25.0,12.8,4.3,sun,2015,6,20
1296,Seattle,0.0,26.7,16.7,3.9,sun,2015,7,20
1327,Seattle,2.0,22.8,14.4,4.2,rain,2015,8,20
1358,Seattle,4.1,22.8,12.2,6.8,rain,2015,9,20
1388,Seattle,0.0,17.8,10.6,1.8,fog,2015,10,20
1419,Seattle,0.0,8.3,0.6,4.0,fog,2015,11,20
1449,Seattle,4.3,7.8,4.4,6.7,rain,2015,12,20
2576,New York,0.0,5.0,0.0,5.4,sun,2015,1,20
2607,New York,0.0,-6.0,-16.0,8.4,sun,2015,2,20
2635,New York,8.4,4.4,-0.5,4.6,snow,2015,3,20
2666,New York,22.1,14.4,8.3,7.0,rain,2015,4,20
2696,New York,0.0,20.6,12.2,7.1,sun,2015,5,20
2727,New York,8.1,23.9,19.4,4.7,rain,2015,6,20
2757,New York,0.0,35.0,26.1,4.7,sun,2015,7,20
2788,New York,0.0,30.6,25.0,5.9,sun,2015,8,20
2819,New York,0.0,26.7,17.8,6.3,sun,2015,9,20
2849,New York,0.0,21.1,9.4,7.0,sun,2015,10,20
2880,New York,0.0,17.2,7.2,5.7,fog,2015,11,20
2910,New York,0.0,6.7,1.7,5.1,sun,2015,12,20
20,Seattle,3.0,8.3,3.3,8.2,rain,2012,1,21
51,Seattle,0.8,10.0,7.8,7.5,rain,2012,2,21
80,Seattle,1.3,8.9,1.1,2.5,rain,2012,3,21
111,Seattle,0.0,20.0,4.4,2.3,sun,2012,4,21
141,Seattle,14.0,16.7,10.0,4.0,rain,2012,5,21
172,Seattle,0.0,23.9,11.7,2.1,sun,2012,6,21
202,Seattle,0.0,23.9,13.9,2.3,sun,2012,7,21
233,Seattle,0.0,23.3,13.3,3.0,rain,2012,8,21
264,Seattle,0.0,16.1,12.8,2.1,drizzle,2012,9,21
294,Seattle,6.4,11.7,4.4,2.7,rain,2012,10,21
325,Seattle,11.2,8.3,3.9,5.5,rain,2012,11,21
355,Seattle,1.8,8.3,-1.7,1.7,rain,2012,12,21
1481,New York,4.3,-1.7,-5.0,6.2,snow,2012,1,21
1512,New York,0.0,8.3,-3.3,4.7,sun,2012,2,21
1541,New York,0.0,18.3,11.7,2.1,drizzle,2012,3,21
1572,New York,2.5,18.9,12.2,5.3,rain,2012,4,21
1602,New York,44.7,17.8,15.6,3.8,rain,2012,5,21
1633,New York,0.0,36.1,26.1,4.4,sun,2012,6,21
1663,New York,0.0,24.4,16.7,3.2,sun,2012,7,21
1694,New York,0.0,27.2,20.6,2.8,sun,2012,8,21
1725,New York,0.0,22.2,13.9,3.1,sun,2012,9,21
1755,New York,0.0,20.0,10.6,5.1,sun,2012,10,21
1786,New York,0.0,12.2,3.3,3.4,sun,2012,11,21
1816,New York,18.0,13.3,2.8,11.4,rain,2012,12,21
386,Seattle,0.0,2.2,-1.7,1.1,drizzle,2013,1,21
417,Seattle,0.5,6.7,3.9,6.2,rain,2013,2,21
445,Seattle,8.1,10.0,2.2,4.9,snow,2013,3,21
476,Seattle,3.3,12.2,6.7,4.1,rain,2013,4,21
506,Seattle,13.7,15.6,8.3,4.8,rain,2013,5,21
537,Seattle,0.3,20.6,12.2,1.5,rain,2013,6,21
567,Seattle,0.0,23.9,12.8,2.3,sun,2013,7,21
598,Seattle,0.0,27.8,15.0,4.3,sun,2013,8,21
629,Seattle,0.0,21.1,13.3,2.5,sun,2013,9,21
659,Seattle,0.0,11.7,8.3,2.5,sun,2013,10,21
690,Seattle,0.0,7.8,-0.5,3.6,sun,2013,11,21
720,Seattle,5.6,8.9,5.6,2.3,rain,2013,12,21
1847,New York,0.8,0.6,-3.3,3.8,snow,2013,1,21
1878,New York,0.0,2.8,-4.4,9.3,sun,2013,2,21
1906,New York,0.0,3.9,-0.6,5.6,snow,2013,3,21
1937,New York,0.0,12.2,2.8,4.7,sun,2013,4,21
1967,New York,0.0,25.0,15.6,4.0,sun,2013,5,21
1998,New York,0.0,24.4,15.0,4.9,sun,2013,6,21
2028,New York,0.0,31.1,23.9,3.7,sun,2013,7,21
2059,New York,0.0,31.1,20.6,3.9,sun,2013,8,21
2090,New York,8.4,23.9,13.9,5.3,rain,2013,9,21
2120,New York,0.0,18.9,9.4,5.2,sun,2013,10,21
2151,New York,0.0,11.1,-0.5,3.1,sun,2013,11,21
2181,New York,0.0,12.8,5.6,2.8,fog,2013,12,21
751,Seattle,0.0,10.0,1.7,1.5,sun,2014,1,21
782,Seattle,2.8,6.7,3.9,2.9,rain,2014,2,21
810,Seattle,0.0,10.6,2.8,3.8,sun,2014,3,21
841,Seattle,5.1,17.2,7.8,2.5,rain,2014,4,21
871,Seattle,0.0,20.0,10.6,1.7,sun,2014,5,21
902,Seattle,0.0,22.2,10.6,3.6,sun,2014,6,21
932,Seattle,0.0,23.9,13.3,2.2,sun,2014,7,21
963,Seattle,0.0,21.1,11.1,1.7,sun,2014,8,21
994,Seattle,0.0,26.1,12.8,3.0,sun,2014,9,21
1024,Seattle,1.0,16.1,11.7,4.7,rain,2014,10,21
1055,Seattle,15.2,11.1,8.3,4.7,rain,2014,11,21
1085,Seattle,0.0,12.8,10.0,5.2,sun,2014,12,21
2212,New York,8.9,0.6,-10.5,7.1,snow,2014,1,21
2243,New York,3.6,8.3,1.7,4.6,rain,2014,2,21
2271,New York,0.0,12.2,1.1,6.4,sun,2014,3,21
2302,New York,0.0,14.4,2.8,2.8,sun,2014,4,21
2332,New York,0.0,23.9,15.6,3.5,sun,2014,5,21
2363,New York,0.0,23.9,16.7,3.7,drizzle,2014,6,21
2393,New York,0.0,28.3,18.3,3.0,sun,2014,7,21
2424,New York,5.3,26.1,19.4,3.2,rain,2014,8,21
2455,New York,5.3,25.0,19.4,2.3,rain,2014,9,21
2485,New York,1.3,19.4,11.7,2.9,rain,2014,10,21
2516,New York,0.0,3.3,-2.1,6.9,sun,2014,11,21
2546,New York,0.0,3.3,0.6,3.2,sun,2014,12,21
1116,Seattle,0.0,7.2,-0.5,1.3,fog,2015,1,21
1147,Seattle,0.0,12.2,5.6,4.5,sun,2015,2,21
1175,Seattle,3.8,13.3,8.3,4.7,rain,2015,3,21
1206,Seattle,5.6,17.2,6.7,3.4,rain,2015,4,21
1236,Seattle,0.0,25.6,11.7,2.1,sun,2015,5,21
1267,Seattle,0.0,25.6,13.9,3.4,sun,2015,6,21
1297,Seattle,0.0,23.9,15.0,2.4,sun,2015,7,21
1328,Seattle,0.0,22.2,14.4,2.6,sun,2015,8,21
1359,Seattle,0.0,18.3,9.4,2.7,fog,2015,9,21
1389,Seattle,0.0,16.1,8.3,1.3,fog,2015,10,21
1420,Seattle,0.0,8.9,0.6,4.7,sun,2015,11,21
1450,Seattle,27.4,5.6,2.8,4.3,rain,2015,12,21
2577,New York,0.0,3.3,-3.2,2.7,sun,2015,1,21
2608,New York,15.0,0.6,-11.6,4.4,snow,2015,2,21
2636,New York,0.5,8.9,-1.0,4.1,rain,2015,3,21
2667,New York,1.5,19.4,10.0,5.4,rain,2015,4,21
2697,New York,0.0,16.7,11.1,2.8,sun,2015,5,21
2728,New York,13.0,32.2,21.7,5.8,rain,2015,6,21
2758,New York,0.0,31.7,24.4,4.3,sun,2015,7,21
2789,New York,63.0,30.6,22.8,3.8,rain,2015,8,21
2820,New York,0.0,22.2,15.0,4.7,sun,2015,9,21
2850,New York,0.0,21.7,11.1,2.7,sun,2015,10,21
2881,New York,0.0,12.8,5.6,4.7,sun,2015,11,21
2911,New York,0.0,12.8,3.3,5.3,sun,2015,12,21
21,Seattle,6.1,6.7,2.2,4.8,rain,2012,1,22
52,Seattle,8.6,10.0,2.8,5.9,rain,2012,2,22
81,Seattle,4.1,10.0,1.7,2.1,rain,2012,3,22
112,Seattle,0.0,23.3,8.3,2.6,rain,2012,4,22
142,Seattle,6.1,12.8,8.9,4.8,rain,2012,5,22
173,Seattle,15.7,13.9,11.7,1.9,rain,2012,6,22
203,Seattle,1.0,20.6,12.2,3.9,rain,2012,7,22
234,Seattle,0.0,22.2,13.3,2.3,sun,2012,8,22
265,Seattle,0.3,19.4,11.7,1.1,rain,2012,9,22
295,Seattle,8.9,7.8,3.3,2.6,rain,2012,10,22
326,Seattle,0.0,8.9,2.8,1.5,rain,2012,11,22
356,Seattle,3.3,8.3,3.9,3.5,rain,2012,12,22
1482,New York,0.0,1.1,-7.8,4.2,sun,2012,1,22
1513,New York,0.0,13.9,2.2,5.4,rain,2012,2,22
1542,New York,0.0,18.9,11.7,2.4,drizzle,2012,3,22
1573,New York,54.4,13.9,9.4,7.6,rain,2012,4,22
1603,New York,4.1,20.6,16.1,2.3,rain,2012,5,22
1634,New York,4.8,34.4,22.2,3.7,rain,2012,6,22
1664,New York,0.0,26.7,18.3,3.4,sun,2012,7,22
1695,New York,0.0,27.8,19.4,3.0,sun,2012,8,22
1726,New York,7.4,24.4,13.3,5.4,rain,2012,9,22
1756,New York,0.0,20.6,10.6,5.2,sun,2012,10,22
1787,New York,0.0,12.8,3.3,2.2,fog,2012,11,22
1817,New York,0.0,4.4,2.2,10.2,snow,2012,12,22
387,Seattle,0.0,3.3,-1.7,0.6,drizzle,2013,1,22
418,Seattle,9.4,7.8,3.9,8.1,rain,2013,2,22
446,Seattle,0.0,9.4,0.6,2.2,sun,2013,3,22
477,Seattle,0.0,16.1,5.0,4.3,sun,2013,4,22
507,Seattle,13.7,11.1,7.2,3.0,rain,2013,5,22
538,Seattle,0.0,25.6,11.7,1.7,sun,2013,6,22
568,Seattle,0.0,26.1,13.3,2.4,fog,2013,7,22
599,Seattle,0.0,28.9,15.0,1.9,sun,2013,8,22
630,Seattle,13.5,17.2,13.3,5.5,rain,2013,9,22
660,Seattle,0.0,14.4,7.2,1.9,sun,2013,10,22
691,Seattle,0.0,9.4,0.0,4.6,sun,2013,11,22
721,Seattle,10.7,10.6,8.3,4.0,rain,2013,12,22
1848,New York,0.0,-2.2,-10.0,8.2,snow,2013,1,22
1879,New York,0.0,3.3,-3.3,4.2,snow,2013,2,22
1907,New York,0.0,6.7,-1.7,6.3,sun,2013,3,22
1938,New York,0.0,11.7,2.8,6.9,sun,2013,4,22
1968,New York,0.0,22.2,14.4,3.4,sun,2013,5,22
1999,New York,0.0,25.0,16.1,4.4,sun,2013,6,22
2029,New York,2.3,30.0,23.3,3.4,rain,2013,7,22
2060,New York,2.0,26.7,22.2,3.4,rain,2013,8,22
2091,New York,29.5,22.2,12.8,6.6,rain,2013,9,22
2121,New York,0.0,20.0,10.6,5.2,sun,2013,10,22
2152,New York,1.8,13.9,9.4,3.7,rain,2013,11,22
2182,New York,0.0,17.8,10.0,5.9,sun,2013,12,22
752,Seattle,0.5,9.4,5.6,2.6,rain,2014,1,22
783,Seattle,2.5,5.6,2.8,3.1,rain,2014,2,22
811,Seattle,0.0,11.1,1.1,1.8,sun,2014,3,22
842,Seattle,14.2,12.2,5.0,4.2,rain,2014,4,22
872,Seattle,0.0,24.4,11.7,2.5,sun,2014,5,22
903,Seattle,0.0,25.0,11.1,2.7,sun,2014,6,22
933,Seattle,0.3,21.1,13.3,1.1,rain,2014,7,22
964,Seattle,0.0,23.9,13.3,2.9,sun,2014,8,22
995,Seattle,0.3,22.2,15.0,2.1,rain,2014,9,22
1025,Seattle,32.0,15.6,11.7,5.0,rain,2014,10,22
1056,Seattle,0.5,9.4,6.7,4.7,rain,2014,11,22
1086,Seattle,0.0,10.6,6.1,1.5,sun,2014,12,22
2213,New York,0.3,-7.7,-13.8,8.5,snow,2014,1,22
2244,New York,0.0,11.7,1.1,5.1,fog,2014,2,22
2272,New York,0.0,18.3,1.7,6.1,sun,2014,3,22
2303,New York,0.0,16.7,7.2,3.8,sun,2014,4,22
2333,New York,8.1,16.7,14.4,3.1,rain,2014,5,22
2364,New York,0.0,25.0,16.1,2.7,sun,2014,6,22
2394,New York,0.0,28.9,20.0,5.6,sun,2014,7,22
2425,New York,3.3,25.6,19.4,3.5,rain,2014,8,22
2456,New York,0.0,22.8,12.8,7.1,sun,2014,9,22
2486,New York,36.1,14.4,11.1,8.1,rain,2014,10,22
2517,New York,0.0,6.7,-3.2,6.1,sun,2014,11,22
2547,New York,1.0,8.9,2.8,3.8,rain,2014,12,22
1117,Seattle,0.8,9.4,6.1,1.3,rain,2015,1,22
1148,Seattle,0.0,11.7,3.3,4.2,sun,2015,2,22
1176,Seattle,1.0,11.7,6.1,2.3,rain,2015,3,22
1207,Seattle,0.0,15.6,5.0,2.3,sun,2015,4,22
1237,Seattle,0.0,16.7,11.7,3.7,sun,2015,5,22
1268,Seattle,0.0,25.0,12.8,2.4,sun,2015,6,22
1298,Seattle,0.0,23.9,13.9,2.8,sun,2015,7,22
1329,Seattle,0.0,26.7,12.2,2.5,drizzle,2015,8,22
1360,Seattle,0.0,18.9,7.8,2.0,sun,2015,9,22
1390,Seattle,0.0,16.1,8.9,2.7,fog,2015,10,22
1421,Seattle,0.0,10.0,1.7,3.1,fog,2015,11,22
1451,Seattle,4.6,7.8,2.8,5.0,rain,2015,12,22
2578,New York,0.0,5.0,-0.5,3.6,sun,2015,1,22
2609,New York,5.1,6.1,0.0,1.8,snow,2015,2,22
2637,New York,0.0,7.2,-2.1,7.7,sun,2015,3,22
2668,New York,4.8,17.2,7.8,6.2,rain,2015,4,22
2698,New York,0.0,26.1,12.2,6.1,sun,2015,5,22
2729,New York,0.0,31.7,23.3,5.1,sun,2015,6,22
2759,New York,0.0,31.7,22.2,6.0,sun,2015,7,22
2790,New York,0.0,30.0,21.1,3.9,sun,2015,8,22
2821,New York,0.0,22.8,17.2,4.3,sun,2015,9,22
2851,New York,0.0,21.1,11.7,4.2,sun,2015,10,22
2882,New York,0.0,14.4,6.7,5.8,sun,2015,11,22
2912,New York,4.8,15.6,11.1,3.8,rain,2015,12,22
22,Seattle,0.0,8.3,1.1,3.6,rain,2012,1,23
53,Seattle,0.0,8.3,2.8,3.9,sun,2012,2,23
82,Seattle,0.0,12.2,0.6,2.8,sun,2012,3,23
113,Seattle,0.0,21.7,8.9,3.5,sun,2012,4,23
143,Seattle,0.3,14.4,8.9,6.3,rain,2012,5,23
174,Seattle,8.6,15.6,9.4,2.5,rain,2012,6,23
204,Seattle,0.0,18.9,11.1,3.3,rain,2012,7,23
235,Seattle,0.0,21.1,13.9,3.8,sun,2012,8,23
266,Seattle,0.0,19.4,10.0,1.4,fog,2012,9,23
